지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
156,2018-10-07,18,13.6,23.8,,.8,72.5
156,2018-10-08,16.4,12,20.8,,2.3,57.1
156,2018-10-09,16.2,13,20.3,0,1.1,66.6
156,2018-10-10,14.5,10.8,17.6,4.3,1.9,70
156,2018-10-11,12.3,8.8,16.7,,1.8,56.1
156,2018-10-12,12.4,7,18.8,,1.3,62.6
156,2018-10-13,13,7,20,,.5,71.6
156,2018-10-14,14.5,8.3,21.4,,.6,71.5
156,2018-10-15,15.9,9.8,21.5,,1.4,70.6
156,2018-10-16,14.4,12,19.2,,.5,78.3
156,2018-10-17,14,9.2,19.9,,.9,66.8
156,2018-10-18,12.4,7.5,18.8,,.9,67.3
156,2018-10-19,13.4,8.2,20.1,,1.2,65
156,2018-10-20,13.6,7.2,21.1,,.6,63.1
156,2018-10-21,14,7.7,21.5,,.5,63.3
156,2018-10-22,14.7,9.3,21.1,,.6,72
156,2018-10-23,14.2,10.8,18.9,.5,.5,90.9
156,2018-10-24,14.1,9.5,20.5,,1.1,70.5
156,2018-10-25,14.6,7.8,22.2,,.8,66.6
156,2018-10-26,13.3,11.3,15.4,7,.8,90.8
156,2018-10-27,11,9.1,15.7,.6,1.4,75.5
156,2018-10-28,13.2,7.6,18.8,.7,2.3,72.6
156,2018-10-29,12.2,8.7,18.4,.1,1,80.3
156,2018-10-30,9.7,7.2,13.8,,1.9,62.4
156,2018-10-31,9,5.6,15,0,1,74.8
156,2018-11-01,9.3,3.7,16.4,,.8,68
156,2018-11-02,11.4,4.6,19.3,,.9,67
156,2018-11-03,11.8,5.2,19.5,,.6,66.4
156,2018-11-04,11.9,5.7,20,,.7,67.4
156,2018-11-05,12.7,5.8,21,,.6,66
156,2018-11-06,13.2,7.3,20,,.4,71
156,2018-11-07,13.5,11.3,16.6,3.2,.7,90.8
156,2018-11-08,15,12.9,17.3,27.4,2.7,98.5
156,2018-11-09,12.6,9.1,16.6,.5,1.2,79.9
156,2018-11-10,11.7,6.1,18.4,,.5,82.9
156,2018-11-11,10.9,7.8,14.2,5.5,.7,96.4
156,2018-11-12,10.3,6.8,14.5,.8,1.8,71.1
156,2018-11-13,9.4,4.5,15.9,,.8,70.9
156,2018-11-14,10,4.2,16.5,,.6,74.5
156,2018-11-15,11.1,5.1,18.3,,.6,76
156,2018-11-16,10.2,9.1,11.7,2.6,.8,89.9
156,2018-11-17,9,4.7,15,,1.5,52.9
156,2018-11-18,7.4,4.5,10.5,,.9,53.9
156,2018-11-19,8.7,4.2,14.4,,.8,64.3
156,2018-11-20,8.6,3.8,14.9,,1.1,48
156,2018-11-21,7.9,3.9,12.7,,1.2,58.8
156,2018-11-22,6.2,3,9.9,,2.6,47.8
156,2018-11-23,5.5,.4,10.8,,1.3,51.3
156,2018-11-24,7.7,3.4,11.2,7.2,.8,82.6
156,2018-11-25,8.3,5.8,13.2,,.7,85.3
156,2018-11-26,8.7,2.7,16.2,,.3,75.4
156,2018-11-27,10.1,4.1,16.8,,.6,80.8
156,2018-11-28,8.4,4.8,12.7,,1.9,45.1
156,2018-11-29,8,1.5,14.8,,.8,44.5
156,2018-11-30,7.9,3.9,14.4,,.8,61.3
156,2018-12-01,7.9,4.5,12.8,,1.3,56.8
156,2018-12-02,12.4,5,19.8,0,1,68.4
156,2018-12-03,14.8,12.3,17.4,10,.6,98.9
156,2018-12-04,10.5,6.9,14.5,13.7,1.7,80.9
156,2018-12-05,4.8,.7,10.3,,2.2,46.5
156,2018-12-06,4.1,1.9,6.3,4.6,2,80.3
156,2018-12-07,-1.2,-4.4,4.7,0,3.7,54.8
156,2018-12-08,-2.8,-5.3,1.5,0,3.1,50.8
156,2018-12-09,-2.3,-5.3,2.8,0,3,38.9
156,2018-12-10,.6,-4.9,7.4,,2.1,27
156,2018-12-11,1.5,-.8,3.1,.9,1.2,78.4
156,2018-12-12,1.3,-1.3,4.3,,2.5,62.8
156,2018-12-13,2.1,-1.3,7.1,.1,1.6,64.1
156,2018-12-14,.5,-2.3,4.4,,2.3,56.4
156,2018-12-15,1,-4.9,8.5,,.9,46.1
156,2018-12-16,2.4,.2,5.3,.1,.5,71.1
156,2018-12-17,4.4,-.1,9.2,0,.8,71.5
156,2018-12-18,4.7,.4,10,,1.1,59.6
156,2018-12-19,6.5,.6,12.3,,.5,76.5
156,2018-12-20,8.2,5.6,12.8,,.7,79.5
156,2018-12-21,8.4,3.3,13.8,,.4,84.3
156,2018-12-22,8.8,3.5,15.1,0,1.2,80
156,2018-12-23,6.2,2.5,10.5,3,2.2,59.1
156,2018-12-24,1.8,-1.1,6.6,,1.9,58.9
156,2018-12-25,3,-1.9,6.9,,1.2,49.4
156,2018-12-26,3.8,.6,7.7,0,2.1,46.8
156,2018-12-27,-3.2,-5.4,.6,0,3.1,45.3
156,2018-12-28,-4.9,-7,-1.3,0,2.1,59.3
156,2018-12-29,-3.3,-7,.8,0,2.3,57.6
156,2018-12-30,-2.4,-5.7,2.1,0,2.3,51
156,2018-12-31,-1.8,-7,4,,1.3,45.8
156,2019-01-01,0,-2.3,2.4,0,1.2,65.3
156,2019-01-02,-.1,-2.8,4.2,,1.7,62.4
156,2019-01-03,.5,-3.5,6.5,,1.5,53
156,2019-01-04,.7,-4.1,3.9,,.7,56.4
156,2019-01-05,2,-2.1,6.9,0,1,54.4
156,2019-01-06,.6,-2.8,6.3,,1.6,44.3
156,2019-01-07,1.2,-3.2,6.3,,1.5,64.1
156,2019-01-08,.8,-1.3,5.1,,2.1,60.6
156,2019-01-09,-.9,-5.1,3.8,,1.6,33.1
156,2019-01-10,2,-.6,6.8,0,.9,57
156,2019-01-11,4.2,-1.1,9.3,.4,1.6,61
156,2019-01-12,4.6,1.8,9.7,3.5,1.5,77.6
156,2019-01-13,3.3,-.1,8.8,,.9,66.1
156,2019-01-14,2.3,-2.2,9.3,,.9,71.8
156,2019-01-15,2,-1.9,7.2,0,1.5,70.8
156,2019-01-16,-2.1,-5.9,2.4,0,2.2,50.9
156,2019-01-17,1.1,-2.9,6.6,,1,64.4
156,2019-01-18,2.4,-3,9.2,,.8,70.5
156,2019-01-19,3.6,-.8,8.5,1.9,.9,71.3
156,2019-01-20,2.2,-.7,4.9,.3,2.1,64.1
156,2019-01-21,2.1,-2.1,8,,1.3,59.5
156,2019-01-22,3.4,-2.2,10,,1.1,64.4
156,2019-01-23,4.4,.6,10,,1.1,62.1
156,2019-01-24,2.8,-1.7,9.9,,1.2,36.5
156,2019-01-25,.9,-1.9,5.8,,1.6,55.1
156,2019-01-26,-.5,-3.1,3.8,,1.9,46.4
156,2019-01-27,.9,-5.3,7.7,,1,61
156,2019-01-28,3.4,-.1,8.5,0,1.6,56.6
156,2019-01-29,2.1,-3.3,9.7,,1.4,42.3
156,2019-01-30,4.1,-.5,10.5,0,1,46
156,2019-01-31,.4,-1.7,4.6,10.3,1.8,81.9
156,2019-02-01,-.2,-3.9,4.8,0,1.3,67.9
156,2019-02-02,3.8,-2.9,9.6,0,1,71.8
156,2019-02-03,7.3,5.4,11.1,17.3,1.8,97.5
156,2019-02-04,4,0,8.3,,2.6,37.5
156,2019-02-05,5.4,-1.4,12.6,,.8,45.5
156,2019-02-06,7.3,1.6,13.6,,1.3,61.9
156,2019-02-07,2.5,-3.6,6.6,0,1.9,59.1
156,2019-02-08,-.9,-4.4,4.7,,2.2,35
156,2019-02-09,-1.1,-2.7,2,,2.1,47.4
156,2019-02-10,-1.2,-4.9,3.8,,2,35.5
156,2019-02-11,-.1,-2.1,3.9,,2.2,51.4
156,2019-02-12,1.5,-4.3,8.1,,1.5,55.5
156,2019-02-13,1.9,-1.9,6.8,,2.6,45.6
156,2019-02-14,2.3,-1.5,9.2,,1.6,36.1
156,2019-02-15,2.5,-.2,6.3,,.9,56.8
156,2019-02-16,.3,-1.6,2.9,0,2,59.8
156,2019-02-17,1.1,-2.8,6.7,,1.7,48.4
156,2019-02-18,2.6,-1.6,6.3,.6,1.1,50.6
156,2019-02-19,3.9,.9,7,18.5,1.2,95.6
156,2019-02-20,3.4,.5,8.2,,1.5,73
156,2019-02-21,4.2,-1.2,10.9,,1.6,62.8
156,2019-02-22,5.4,.9,11.4,,.9,60.6
156,2019-02-23,7.2,.2,15.6,,1.1,55.8
156,2019-02-24,8,1.7,15.4,,1,61
156,2019-02-25,6.6,1.5,13.9,,1.2,56.8
156,2019-02-26,6.8,0,13.8,,1.3,44
156,2019-02-27,8,4.6,13.3,.6,1.1,73.6
156,2019-02-28,8.1,4.1,14.4,0,1.6,58.9
156,2019-03-01,6.7,1,14.3,,1.2,56.3
156,2019-03-02,9.6,2.1,17.1,,1.4,52
156,2019-03-03,11.2,7.9,14.4,0,.9,54.9
156,2019-03-04,9.3,6.1,15,,1.5,55.4
156,2019-03-05,9,2.6,14.2,,.9,60.6
156,2019-03-06,10,5.7,15.7,0,1.1,61.8
156,2019-03-07,6.5,3.2,12.2,,1.4,71.5
156,2019-03-08,7,-.1,16.6,,1.2,58.1
156,2019-03-09,9.2,.9,17.2,0,1.3,58.4
156,2019-03-10,8.3,5.4,11.2,9.9,3.4,92.9
156,2019-03-11,6.1,2.4,10.9,.9,1.6,91.3
156,2019-03-12,5.9,1.5,12.4,.1,2.1,75.5
156,2019-03-13,5,.5,10,,1.7,41.3
156,2019-03-14,6.9,0,14.1,,1.4,50
156,2019-03-15,7.5,3.9,13.3,.9,3.1,70.3
156,2019-03-16,7.3,3.8,13.9,0,1.9,61.5
156,2019-03-17,8.1,3.1,14.3,,1.2,49.4
156,2019-03-18,8.7,1.5,14.9,,1.3,46.1
156,2019-03-19,11.1,3.4,19.4,,.8,61.6
156,2019-03-20,12.5,7.7,16.7,20.6,2.3,80.4
156,2019-03-21,8.1,4.1,15.4,0,2.6,86.9
156,2019-03-22,5.1,2.6,10.3,,2.1,55.8
156,2019-03-23,4.8,1.2,11.1,.1,2.2,51
156,2019-03-24,5.3,-.6,12.5,,1.4,49.1
156,2019-03-25,7.4,1.3,14.4,,1.5,64.4
156,2019-03-26,12.1,5,20.6,,1.3,59
156,2019-03-27,14,7.7,19.6,,3.6,62.1
156,2019-03-28,12.9,8.7,20.7,,1.3,56.6
156,2019-03-29,12.2,5.9,20,,1.1,43.3
156,2019-03-30,7.5,4,13,1.4,2,66.6
156,2019-03-31,5.9,3.4,9.7,,2.4,38.5
156,2019-04-01,7.5,2.3,12.8,,1.7,49.8
156,2019-04-02,8.2,3.3,14.3,,1.6,41.1
156,2019-04-03,7.7,2,15.4,,1.2,43.5
156,2019-04-04,9.6,.9,19.2,,1.6,47.6
156,2019-04-05,11.8,7.1,19.6,,1.8,54.3
156,2019-04-06,13.4,4.1,22.3,,1.8,43.8
156,2019-04-07,12.6,11.5,14.5,8.9,.8,95.3
156,2019-04-08,13.6,7.6,20.4,,1.1,54.3
156,2019-04-09,10.7,7.5,17.2,36.2,2.6,71.8
156,2019-04-10,7.9,6.2,10,2.5,2,92.8
156,2019-04-11,10.1,5.5,15.3,,1.2,68.4
156,2019-04-12,11.5,5.6,18.1,,1.3,53.3
156,2019-04-13,12.4,6.1,19.8,,1.4,45.1
156,2019-04-14,10.9,7.5,14.6,.5,1.3,68.6
156,2019-04-15,11.9,4.4,20.7,,1.1,42.8
156,2019-04-16,15.2,6,23.9,,1.2,35
156,2019-04-17,15.7,12.4,20.9,,1.6,61.3
156,2019-04-18,16.3,9.4,23.5,,1.9,67.6
156,2019-04-19,15.9,14,21.1,,2.2,78.4
156,2019-04-20,17.1,11.6,24.6,,1.2,67.5
156,2019-04-21,17.8,12.4,23.2,,1,69.6
156,2019-04-22,20.3,13.4,27.9,,1.6,63.8
156,2019-04-23,17.1,15.8,19.7,1.4,1.4,82.5
156,2019-04-24,18,16.1,20.9,,1.1,92.6
156,2019-04-25,14.8,11.3,19,3.6,1.6,96.4
156,2019-04-26,9.5,8.1,11.3,.4,1.1,90.9
156,2019-04-27,13,7.3,19.9,,2,69
156,2019-04-28,13.4,10.1,20,1.8,1.3,64
156,2019-04-29,12,10.5,13.3,29.1,2.2,90.4
156,2019-04-30,15,11.5,20.4,.3,1.3,92.4
156,2019-05-01,14.4,10.2,21.5,,1.2,75.5
156,2019-05-02,15.4,8.1,24.1,,1.4,56
156,2019-05-03,18,8.5,28.9,,1,45.8
156,2019-05-04,19.6,10.7,28.2,,.9,43.9
156,2019-05-05,19.6,12.4,28.3,,1.6,46.3
156,2019-05-06,14,9.6,20,,1.8,49.4
156,2019-05-07,14.5,6.8,22,,1.3,36.3
156,2019-05-08,15.3,7.4,22.3,,.9,36.9
156,2019-05-09,17.3,10.8,25.3,,1.2,32.3
156,2019-05-10,18.6,10.3,27.9,,1.3,34.9
156,2019-05-11,19.6,11.8,28.2,,1.1,41.3
156,2019-05-12,21.1,14.5,29.2,,1.4,44.5
156,2019-05-13,20.4,13.8,27.9,,1.3,51.9
156,2019-05-14,22.3,16.2,29,0,1.1,64.8
156,2019-05-15,23.2,17.3,30.3,,1.6,60.4
156,2019-05-16,23.3,17.6,30.7,,1.7,51
156,2019-05-17,21.2,16.7,28.5,9.2,1.8,67.8
156,2019-05-18,18.7,15.9,20.5,40.1,4,89.4
156,2019-05-19,20.9,19.4,22.7,0,2.1,87
156,2019-05-20,16.3,12.5,20.9,1.6,2,64.4
156,2019-05-21,17.1,9.5,24.7,,1.6,55
156,2019-05-22,20.2,12.4,28.5,,2.3,53.6
156,2019-05-23,22.2,15.2,30.5,,1.7,62.4
156,2019-05-24,23.6,17,29.9,,2.4,57
156,2019-05-25,23,17.3,29.8,,1,61.5
156,2019-05-26,22.6,18.3,28.7,.3,2.6,64.1
156,2019-05-27,17.7,13.5,20.3,25.6,3.2,98
156,2019-05-28,17.3,12,23,,1.3,59.1
156,2019-05-29,19.8,11.8,27.6,,1.2,63
156,2019-05-30,20.4,14.5,28.1,0,1.3,57.9
156,2019-05-31,17.7,13.2,24.4,2,1.7,76.4
156,2019-06-01,19.6,13.5,27,,1.1,68
156,2019-06-02,21.8,15.2,28.8,,1,57.6
156,2019-06-03,23.1,15.4,31,,1.2,52.1
156,2019-06-04,23.9,17.6,31.7,,1.1,59
156,2019-06-05,24.3,18.2,31.3,,1.1,65.9
156,2019-06-06,21.8,17,27.4,27.2,2.1,85.3
156,2019-06-07,19.3,17.7,20.8,5.5,1.5,97.3
156,2019-06-08,20.8,17.9,25,,1,85.9
156,2019-06-09,21.4,17.7,27.5,,1.6,79.5
156,2019-06-10,19.1,16.7,22.7,11.8,1.6,86.4
156,2019-06-11,18.4,15.7,22.8,.9,.8,89.3
156,2019-06-12,20.3,15.4,26.7,,1.2,80
156,2019-06-13,21.8,16.8,28,,1.3,74.9
156,2019-06-14,19.9,17.9,23,3.3,.7,85.3
156,2019-06-15,20.4,16.7,25.4,,1.4,78.3
156,2019-06-16,20.7,16.1,26.6,,1.5,78.9
156,2019-06-17,22,17.3,28,,1.4,74.6
156,2019-06-18,22.3,19.2,26.9,,1.3,75.5
156,2019-06-19,23.5,19.9,28.8,,1.4,76.8
156,2019-06-20,23.5,18.5,29.6,,1.3,75.1
156,2019-06-21,23.7,19,29.8,,1.2,75
156,2019-06-22,22.1,18.6,28.2,.8,1.3,84.4
156,2019-06-23,22.8,19.9,29.4,0,1.7,80
156,2019-06-24,23.7,19.1,30.1,,1.6,74.8
156,2019-06-25,24.8,19,31,,1.7,70.4
156,2019-06-26,20.8,17.6,23.4,24.8,1.6,93.9
156,2019-06-27,24.5,21.5,29.9,.7,1.3,88
156,2019-06-28,24.3,20.6,29.5,,1.5,81.3
156,2019-06-29,21.8,20.5,23.3,83,.9,97.9
156,2019-06-30,23.8,20.5,28.5,,1.1,88.5
156,2019-07-01,22.6,21.4,25.9,10.9,1,96.1
156,2019-07-02,23.9,20.6,29.6,1.1,.9,78
156,2019-07-03,23.3,19.1,29,,1.3,79.3
156,2019-07-04,25.2,20.2,31.3,,1.1,75
156,2019-07-05,26.5,21.6,32.1,,.8,67.3
156,2019-07-06,26.9,21.6,32.8,,1.4,64.6
156,2019-07-07,23.9,20.7,29.9,.4,2,72.6
156,2019-07-08,23.4,20.2,28.8,0,2,75.6
156,2019-07-09,23.9,20.3,28.1,0,1.5,76.3
156,2019-07-10,20.9,20,23.8,38.8,3.1,92.8
156,2019-07-11,23.3,21.2,25.1,0,1.4,80.4
156,2019-07-12,24.4,20.7,28.6,,.9,73.9
156,2019-07-13,23.6,21.1,27.9,0,.8,82.8
156,2019-07-14,25.1,21.2,30.4,,1,80.4
156,2019-07-15,25.2,21.5,29.5,0,1.5,80.9
156,2019-07-16,24.6,21.2,29.8,18.5,1.1,83.9
156,2019-07-17,25.3,21.4,30.4,5.4,1.5,77.4
156,2019-07-18,23.6,20.4,26.6,26,1.5,92.8
156,2019-07-19,24.8,22.7,27.3,4,1.6,93.9
156,2019-07-20,24.2,22.4,26.5,36.6,3.4,96.6
156,2019-07-21,24.7,22.4,27.6,13,3,96.9
156,2019-07-22,27,23.5,31.8,0,1.4,90.9
156,2019-07-23,27.7,25.2,31.4,,2.3,84.4
156,2019-07-24,26.9,25.7,28.6,0,2.3,89.5
156,2019-07-25,27.6,25.9,31.1,0,2.3,92.5
156,2019-07-26,27.4,25.7,30.1,12.1,2.3,90.8
156,2019-07-27,26.4,25,28.5,61.6,1.5,97.5
156,2019-07-28,27.1,24.7,30.3,13.8,2.4,93.3
156,2019-07-29,28.3,25.1,31.8,,2.8,80.6
156,2019-07-30,28.4,25.9,32.4,0,3.5,85.1
156,2019-07-31,29,26.4,32.9,,2.9,83
156,2019-08-01,29.2,24.9,34.6,,1.4,80.3
156,2019-08-02,29.3,25.5,34.7,,1,78.4
156,2019-08-03,29.6,25.3,34.7,,1.4,75.6
156,2019-08-04,29.7,25.2,34.8,,1.2,74.8
156,2019-08-05,29.3,25.6,34.7,,.9,78.5
156,2019-08-06,29,25.9,33,,2.2,75.1
156,2019-08-07,29,25.3,33.9,,2,80
156,2019-08-08,28.6,26.1,33.1,2.9,1.3,82.4
156,2019-08-09,29.3,24.7,33.6,,1.1,76.9
156,2019-08-10,29.7,25.8,34.2,,1.9,64.5
156,2019-08-11,28.1,25.7,31,14.2,3.1,77.6
156,2019-08-12,27.9,26.1,30.4,1.7,3.5,91
156,2019-08-13,29.5,25.6,33.8,,1.2,80
156,2019-08-14,29.9,26,34.7,0,2.1,77.5
156,2019-08-15,27.6,25.2,31.9,0,1.5,84
156,2019-08-16,26.5,24.4,29.3,0,1.8,86.9
156,2019-08-17,26.9,23.4,31.2,.4,2.4,83.4
159,2017-01-01,6.5,2.2,12.6,,2.6,58
159,2017-01-02,9.5,5.3,15.1,,2.7,55.4
159,2017-01-03,7.9,3.8,14.2,,2.6,46
159,2017-01-04,8.1,4.7,12.9,,2.3,44.4
159,2017-01-05,7.8,6,12.7,.7,3.5,71
159,2017-01-06,7.5,5.1,12.8,,2.9,58.9
159,2017-01-07,8.7,4.3,12.8,0,2.1,65.9
159,2017-01-08,9.3,7.4,12.9,4.6,2.9,76.1
159,2017-01-09,7.3,4.1,11.3,,3,52.3
159,2017-01-10,3.5,.8,7.7,,3.1,43.9
159,2017-01-11,1.1,-2.3,4.9,,2.7,33.1
159,2017-01-12,3.9,-.5,8.7,,5.1,46.1
159,2017-01-13,1.5,-1.9,6.7,0,4.7,39.4
159,2017-01-14,-2.4,-6,2.5,,4.4,34.8
159,2017-01-15,-1.5,-7.7,5.6,,4.4,25.5
159,2017-01-16,1.4,-3.5,8.3,,3.4,31.5
159,2017-01-17,4.4,-.3,9.8,,1.1,44.3
159,2017-01-18,5.3,1.7,9.2,,3.2,42.1
159,2017-01-19,4.9,.2,10.5,,2.5,52
159,2017-01-20,2.1,-2.1,5.9,0,4.7,45.8
159,2017-01-21,0,-3.9,4.2,,4,43.9
159,2017-01-22,.6,-4.1,5.1,,4.3,42.5
159,2017-01-23,-2.5,-6.3,2.9,,3,34.4
159,2017-01-24,-1.1,-5.3,4.4,,4.1,29.3
159,2017-01-25,1.2,-3.7,8.2,,3.3,26.3
159,2017-01-26,3.8,-1.7,9.2,,4.9,32.1
159,2017-01-27,7.2,2.6,12.3,,5.1,36.9
159,2017-01-28,6.5,.5,12.1,,2.2,36.4
159,2017-01-29,8,6.6,9.3,5.9,1.6,82.1
159,2017-01-30,3.3,-1.4,8.2,.8,4.7,50.4
159,2017-01-31,3.1,-2.2,9,,2.2,51.1
159,2017-02-01,2.3,-.6,8.5,,3.2,31.4
159,2017-02-02,3.4,-2.5,10.1,,2.8,23
159,2017-02-03,5.5,.2,12.5,,3.6,32.9
159,2017-02-04,9.5,5.3,15.1,.2,3.1,34.8
159,2017-02-05,7.3,4.3,12,4.9,3.5,77.6
159,2017-02-06,4,1.3,8.8,,4,37.4
159,2017-02-07,4.4,-.3,10.1,,1.9,43.6
159,2017-02-08,6.1,2.6,9.8,0,2.3,46.6
159,2017-02-09,1,-2.9,5.7,0,4.2,37
159,2017-02-10,-1.5,-4.7,3.1,,4.6,36.1
159,2017-02-11,-.5,-5.7,5.9,,3.1,39.8
159,2017-02-12,2.2,-2.5,8.3,,3.5,38
159,2017-02-13,4.7,-.9,11,0,2.9,35.8
159,2017-02-14,5.5,1.9,10.8,0,2.2,46
159,2017-02-15,7.3,2.7,12.8,,3.8,36.4
159,2017-02-16,11.7,6.5,15.9,1.4,5.9,61
159,2017-02-17,12.1,5.3,17.7,2.4,5.4,50.9
159,2017-02-18,4,1.3,8.7,,3.2,22.6
159,2017-02-19,6.7,-1,13,,4.9,46.5
159,2017-02-20,9.4,.5,14.3,1.4,5.5,48.9
159,2017-02-21,5.2,-1,9.7,,3.3,51.4
159,2017-02-22,8.2,6.1,10.5,23.2,2.5,82.4
159,2017-02-23,5.4,.8,10.3,,3.4,50.9
159,2017-02-24,2.8,-1.6,8.5,,4.1,32.5
159,2017-02-25,5.7,.4,12.3,,2.9,43.1
159,2017-02-26,6.4,2.4,10.3,,2.6,46
159,2017-02-27,7.5,4.2,12.2,.3,2.7,63.8
159,2017-02-28,8.8,4.3,13.6,,2.6,51.4
159,2017-03-01,9.3,6.2,13.8,13.2,3,52.4
159,2017-03-02,6.6,2.6,11.4,1.6,3,61
159,2017-03-03,6.7,.5,12.4,,3.3,41
159,2017-03-04,9.7,5.5,14.5,,3.4,47.1
159,2017-03-05,10.2,7.1,15.5,,2.8,50.9
159,2017-03-06,7.1,1.7,11.4,,3.1,31.6
159,2017-03-07,3.1,-1.1,9.8,,3,34
159,2017-03-08,2.9,-2.3,9.5,,4.7,39.6
159,2017-03-09,6.9,1.9,11.8,,5.5,37.9
159,2017-03-10,8.6,3.3,15.4,,3.5,36
159,2017-03-11,10.3,6.4,15.7,,2.5,33.8
159,2017-03-12,11.3,6.3,16.6,,3,48.9
159,2017-03-13,10.9,8.4,15.7,,3,50
159,2017-03-14,8.7,5.2,14.8,0,2.6,62.8
159,2017-03-15,7.6,3.4,14,,3.3,52.8
159,2017-03-16,9,5.2,12.8,,3,55.9
159,2017-03-17,10.6,6.6,15.4,,2.5,43.3
159,2017-03-18,11.3,8.4,16.9,,2.8,42.1
159,2017-03-19,12.4,9,17.2,,3.2,48.1
159,2017-03-20,10.7,8.1,14.5,6.3,2.6,73.6
159,2017-03-21,9.2,6.1,16.8,2.5,3.7,71
159,2017-03-22,9.1,4.5,14.2,,2.8,52.1
159,2017-03-23,11.6,9,15.3,,2.5,46.9
159,2017-03-24,9.9,7.8,12.9,,3,54.5
159,2017-03-25,9.1,5.9,12.8,3.3,3.7,68.8
159,2017-03-26,6.9,4.5,10.6,3.9,2.1,83
159,2017-03-27,7.2,3.9,13.1,2.8,2.9,66.1
159,2017-03-28,9.3,3.7,14.7,,3.2,47.9
159,2017-03-29,9,6.2,11.6,2.1,1.1,81.8
159,2017-03-30,12.5,7.7,18.1,,2.8,60
159,2017-03-31,9.9,8.6,11.4,0,3.3,68.9
159,2017-04-01,8.8,6.7,12.3,3,2.3,75.8
159,2017-04-02,9.3,5,15.2,,3.1,65.5
159,2017-04-03,14.9,6.9,22.5,,3.3,34.3
159,2017-04-04,16.1,11.8,21.5,,3.8,37.4
159,2017-04-05,14.5,12.4,15.3,10.6,4.2,80.3
159,2017-04-06,14.7,13.7,15.7,26.6,6,96.3
159,2017-04-07,16,12.5,21.3,,2.4,69.1
159,2017-04-08,16.1,11.6,20.2,,1.8,69.4
159,2017-04-09,14.3,11.3,17.7,,3.7,62.6
159,2017-04-10,12.4,10.5,16.7,0,4.5,65.1
159,2017-04-11,12.8,9.7,18.2,15.5,2.5,76.4
159,2017-04-12,13.7,11.5,17.7,,3.8,48.1
159,2017-04-13,15,8.9,19.5,,4,42.5
159,2017-04-14,15.9,11.8,19.3,,7.6,64.1
159,2017-04-15,17.8,14.9,21.6,0,4.9,69.8
159,2017-04-16,16.1,13.6,21,,2.6,84
159,2017-04-17,15.7,13.1,17.8,37.7,3.3,95.5
159,2017-04-18,15.2,11.6,19.1,,4.8,69.1
159,2017-04-19,15.1,10.6,18.5,,4.9,42.1
159,2017-04-20,15.3,13.8,18.2,0,2.7,53.5
159,2017-04-21,15.5,12.2,20.9,,2.9,56.6
159,2017-04-22,14,10.9,17.5,0,2.8,63.4
159,2017-04-23,14.4,9.9,17.9,,2.8,66.4
159,2017-04-24,16.1,10.9,20.5,,3.2,58.3
159,2017-04-25,17.6,14.9,19.7,2.3,4.8,81.8
159,2017-04-26,14.4,11.8,17.8,9.4,2.3,87.1
159,2017-04-27,14.5,10.7,20.1,,4.1,42
159,2017-04-28,15.6,10.9,19.3,,4.6,46.1
159,2017-04-29,17.9,13.5,22.7,,4.4,47.8
159,2017-04-30,19,14.9,23.2,,5.3,55.6
159,2017-05-01,18.1,14.2,22.9,,3.4,47.5
159,2017-05-02,16.2,13,19.9,,3,47.3
159,2017-05-03,17.4,12.8,23.3,,1.9,62.3
159,2017-05-04,19,14.9,22.5,.1,2.2,75.3
159,2017-05-05,19.1,17,23.6,6.6,2.7,86
159,2017-05-06,19.9,17.1,25,,3.5,43.3
159,2017-05-07,19.9,13.9,26.6,,5,38.4
159,2017-05-08,19.9,17,25.8,,3.5,45.9
159,2017-05-09,15.3,13.8,20.3,20.6,2.8,82.9
159,2017-05-10,17.5,14.4,22.2,.1,3.7,77.3
159,2017-05-11,18.3,15.5,23.9,,4.6,78.8
159,2017-05-12,16.9,15.7,18.4,11.8,2.8,90.4
159,2017-05-13,18.1,14.3,20.9,,4,74.9
159,2017-05-14,19,14.2,23.2,,3.9,40.8
159,2017-05-15,17.7,13.5,21,,3.7,42.9
159,2017-05-16,17.7,14.5,21.4,,2.8,59.8
159,2017-05-17,17.7,15.2,21.6,0,1.9,73.4
159,2017-05-18,19.2,14.7,25.9,,2.7,66.9
159,2017-05-19,22.4,16.5,27.9,,3.7,45.6
159,2017-05-20,21.9,18.1,26.3,,4.1,44.9
159,2017-05-21,21,17,25.8,,3.6,56.5
159,2017-05-22,20.4,16,25.8,,2.4,66.1
159,2017-05-23,19.4,15.1,24.1,,2.9,74.8
159,2017-05-24,19.4,17.7,23.1,,2.5,79.6
159,2017-05-25,21.2,16.3,28.2,,3.9,65.4
159,2017-05-26,17.1,13.2,21.1,,3.2,61.5
159,2017-05-27,17.8,13.5,22.7,,3.4,66.5
159,2017-05-28,19.7,15.7,24.1,,4,55
159,2017-05-29,21,17.8,26.1,,3.8,62.8
159,2017-05-30,21.7,17.6,25.9,,2.6,66
159,2017-05-31,20.4,17.3,25.4,,3.9,77.5
159,2017-06-01,21.3,18.3,24.8,,3.4,78.5
159,2017-06-02,18.2,15.4,22.5,,2.9,70.8
159,2017-06-03,19.7,16.2,25.4,0,2.9,59.6
159,2017-06-04,20,15.8,25.2,,2.3,50.1
