날짜,요일,홈,방문,구장,관중수
2018/09/04,화,NC,삼성,마산,"4,258"
2018/09/04,화,SK,넥센,문학,"5,002"
2018/09/05,수,두산,KIA,잠실,"17,191"
2018/09/05,수,KT,LG,수원,"4,251"
2018/09/05,수,한화,롯데,대전,"7,911"
2018/09/05,수,NC,삼성,마산,"5,132"
2018/09/05,수,SK,넥센,문학,"5,241"
2018/09/06,목,KT,한화,수원,"7,268"
2018/09/06,목,LG,NC,잠실,"6,944"
2018/09/06,목,삼성,두산,대구,"6,517"
2018/09/06,목,롯데,SK,울산,"4,668"
2018/09/06,목,KIA,넥센,광주,"6,397"
2018/09/07,금,KT,한화,수원,"9,936"
2018/09/07,금,LG,NC,잠실,"7,917"
2018/09/07,금,삼성,두산,대구,"11,078"
2018/09/07,금,롯데,SK,울산,"4,240"
2018/09/07,금,KIA,넥센,광주,"6,771"
2018/09/08,토,LG,한화,잠실,"22,908"
2018/09/08,토,넥센,KT,고척,"3,093"
2018/09/08,토,NC,롯데,마산,"8,637"
2018/09/08,토,SK,두산,문학,"24,084"
2018/09/08,토,KIA,삼성,광주,"13,796"
2018/09/09,일,LG,한화,잠실,"19,286"
2018/09/09,일,넥센,KT,고척,"2,473"
2018/09/09,일,NC,롯데,마산,"8,091"
2018/09/09,일,SK,두산,문학,"20,498"
2018/09/09,일,KIA,삼성,광주,"11,352"
2018/09/11,화,삼성,한화,대구,"6,141"
2018/09/11,화,NC,KIA,마산,"4,077"
2018/09/11,화,SK,KT,문학,"4,993"
2018/09/11,화,롯데,두산,사직,"8,990"
2018/09/11,화,LG,넥센,잠실,"8,386"
2018/09/12,수,삼성,한화,대구,"8,679"
2018/09/12,수,NC,KIA,마산,"4,086"
2018/09/12,수,SK,KT,문학,"4,254"
2018/09/12,수,롯데,두산,사직,"7,021"
2018/09/12,수,LG,넥센,잠실,"8,463"
2018/09/13,목,두산,KT,잠실,"9,214"
2018/09/13,목,삼성,LG,대구,"8,104"
2018/09/13,목,한화,SK,청주,"9,454"
2018/09/14,금,롯데,KIA,사직,"5,231"
2018/09/14,금,두산,KT,잠실,"10,124"
2018/09/14,금,삼성,LG,대구,"5,528"
2018/09/14,금,한화,SK,청주,"8,381"
2018/09/14,금,NC,넥센,마산,"3,107"
2018/09/15,토,한화,LG,대전,"12,715"
2018/09/15,토,두산,NC,잠실,"16,558"
2018/09/15,토,KIA,SK,광주,"11,480"
2018/09/15,토,KT,삼성,수원,"11,724"
2018/09/15,토,롯데,넥센,사직,"25,000"
2018/09/16,일,한화,LG,대전,"12,012"
2018/09/16,일,두산,NC,잠실,"13,214"
2018/09/16,일,KIA,SK,광주,"8,306"
2018/09/16,일,KT,삼성,수원,"12,100"
2018/09/16,일,롯데,넥센,사직,"9,061"
2018/09/18,화,NC,한화,마산,"4,434"
2018/09/18,화,삼성,KIA,대구,"5,733"
2018/09/18,화,LG,롯데,잠실,"11,101"
2018/09/18,화,넥센,두산,고척,"4,743"
2018/09/18,화,KT,SK,수원,"4,050"
2018/09/19,수,NC,한화,마산,"4,556"
2018/09/19,수,삼성,KIA,대구,"9,067"
2018/09/19,수,LG,롯데,잠실,"10,126"
2018/09/19,수,넥센,두산,고척,"4,470"
2018/09/19,수,KT,SK,수원,"3,910"
2018/09/20,목,SK,한화,문학,"12,160"
2018/09/20,목,롯데,KT,사직,"3,709"
2018/09/20,목,KIA,NC,광주,"8,293"
2018/09/20,목,LG,두산,잠실,"12,019"
2018/09/20,목,넥센,삼성,고척,"2,793"
2018/09/21,금,SK,한화,문학,"17,156"
2018/09/21,금,KIA,NC,광주,"10,114"
2018/09/21,금,LG,두산,잠실,"17,031"
2018/09/21,금,넥센,삼성,고척,"3,013"
2018/09/22,토,한화,KIA,대전,"13,000"
2018/09/22,토,LG,KT,잠실,"13,314"
2018/09/22,토,삼성,롯데,대구,"18,461"
2018/09/22,토,NC,두산,마산,"8,182"
2018/09/22,토,넥센,SK,고척,"5,426"
2018/09/23,일,한화,KIA,대전,"10,120"
2018/09/23,일,LG,KT,잠실,"9,444"
2018/09/23,일,삼성,롯데,대구,"12,835"
2018/09/23,일,NC,두산,마산,"6,035"
2018/09/23,일,넥센,SK,고척,"3,549"
2018/09/25,화,KT,KIA,수원,"20,006"
2018/09/25,화,SK,LG,문학,"22,655"
2018/09/25,화,롯데,NC,사직,"13,850"
2018/09/25,화,한화,삼성,대전,"13,000"
2018/09/25,화,두산,넥센,잠실,"24,553"
2018/09/26,수,KT,KIA,수원,"20,226"
2018/09/26,수,SK,LG,문학,"19,974"
2018/09/26,수,롯데,NC,사직,"10,253"
2018/09/26,수,한화,삼성,대전,"11,637"
2018/09/26,수,두산,넥센,잠실,"15,232"
2018/09/27,목,LG,KIA,잠실,"17,937"
2018/09/27,목,삼성,KT,대구,"5,792"
2018/09/27,목,넥센,롯데,고척,"3,383"
2018/09/27,목,SK,NC,문학,"7,398"
2018/09/27,목,한화,두산,대전,"8,109"
2018/09/28,금,LG,KIA,잠실,"21,766"
2018/09/28,금,삼성,KT,대구,"9,683"
2018/09/28,금,넥센,롯데,고척,"3,659"
2018/09/28,금,SK,NC,문학,"6,746"
2018/09/28,금,한화,두산,대전,"10,705"
2018/09/29,토,KIA,한화,광주,"17,812"
2018/09/29,토,두산,LG,잠실,"24,183"
2018/09/29,토,KT,롯데,수원,"14,290"
2018/09/29,토,넥센,NC,고척,"3,603"
2018/09/29,토,삼성,SK,대구,"18,220"
2018/09/30,일,KIA,한화,광주,"16,137"
2018/09/30,일,두산,LG,잠실,"19,274"
2018/09/30,일,KT,롯데,수원,"11,983"
2018/09/30,일,넥센,NC,고척,"4,542"
2018/09/30,일,삼성,SK,대구,"14,651"
2018/10/02,화,LG,KT,잠실,"5,512"
2018/10/02,화,SK,롯데,문학,"13,782"
2018/10/02,화,KIA,NC,광주,"8,886"
2018/10/03,수,삼성,KIA,대구,"19,432"
2018/10/03,수,LG,KT,잠실,"11,896"
2018/10/03,수,한화,롯데,대전,"13,000"
2018/10/04,목,SK,KIA,문학,"13,556"
2018/10/04,목,한화,롯데,대전,"9,555"
2018/10/06,토,롯데,한화,사직,"9,449"
2018/10/06,토,SK,KIA,문학,"9,241"
2018/10/06,토,SK,KIA,문학,"22,002"
2018/10/06,토,두산,LG,잠실,"19,891"
2018/10/06,토,KT,삼성,수원,"8,291"
2018/10/06,토,NC,넥센,마산,"5,297"
2018/10/07,일,두산,KIA,잠실,"25,000"
2018/10/07,일,NC,롯데,마산,"11,000"
2018/10/09,화,KT,한화,수원,"20,512"
2018/10/09,화,롯데,KIA,사직,"25,000"
2018/10/09,화,SK,삼성,문학,"22,031"
2018/10/10,수,KIA,한화,광주,"6,133"
2018/10/10,수,롯데,KT,사직,"4,793"
2018/10/10,수,롯데,KT,사직,"11,528"
2018/10/10,수,두산,SK,잠실,"11,126"
2018/10/11,목,KIA,롯데,광주,"7,745"
2018/10/11,목,두산,SK,잠실,"10,987"
2018/10/12,금,KIA,롯데,광주,"12,318"
2018/10/12,금,두산,NC,잠실,"10,914"
2018/10/12,금,KT,넥센,수원,"10,268"
2018/10/13,토,두산,KT,잠실,"18,528"
2018/10/13,토,SK,LG,문학,"22,399"
2018/10/13,토,KIA,롯데,광주,"15,640"
2018/10/13,토,한화,NC,대전,"13,000"
2018/10/13,토,삼성,넥센,대구,"24,000"
2018/10/14,일,롯데,두산,사직,"6,414"
2019/03/23,토,두산,한화,잠실,"25,000"
2019/03/23,토,SK,KT,문학,"21,909"
2019/03/23,토,KIA,LG,광주,"20,500"
2019/03/23,토,NC,삼성,창원,"22,112"
2019/03/23,토,롯데,키움,사직,"24,500"
2019/03/24,일,두산,한화,잠실,"25,000"
2019/03/24,일,SK,KT,문학,"15,421"
2019/03/24,일,KIA,LG,광주,"17,597"
2019/03/24,일,NC,삼성,창원,"20,067"
2019/03/24,일,롯데,키움,사직,"22,218"
2019/03/26,화,KIA,한화,광주,"5,553"
2019/03/26,화,NC,KT,창원,"4,782"
2019/03/26,화,SK,LG,문학,"6,718"
2019/03/26,화,롯데,삼성,사직,"7,345"
2019/03/26,화,두산,키움,잠실,"6,155"
2019/03/27,수,KIA,한화,광주,"6,251"
2019/03/27,수,NC,KT,창원,"5,154"
2019/03/27,수,SK,LG,문학,"6,319"
2019/03/27,수,롯데,삼성,사직,"8,136"
2019/03/27,수,두산,키움,잠실,"5,784"
2019/03/28,목,KIA,한화,광주,"5,629"
2019/03/28,목,NC,KT,창원,"4,757"
2019/03/28,목,SK,LG,문학,"8,053"
2019/03/28,목,롯데,삼성,사직,"7,625"
2019/03/28,목,두산,키움,잠실,"6,752"
2019/03/29,금,KT,KIA,수원,"16,156"
2019/03/29,금,LG,롯데,잠실,"19,370"
2019/03/29,금,한화,NC,대전,"12,152"
2019/03/29,금,삼성,두산,대구,"12,361"
2019/03/29,금,키움,SK,고척,"5,435"
2019/03/30,토,KT,KIA,수원,"11,475"
2019/03/30,토,LG,롯데,잠실,"20,601"
2019/03/30,토,한화,NC,대전,"11,239"
2019/03/30,토,삼성,두산,대구,"20,559"
2019/03/30,토,키움,SK,고척,"7,330"
2019/03/31,일,KT,KIA,수원,"13,861"
2019/03/31,일,LG,롯데,잠실,"21,267"
2019/03/31,일,한화,NC,대전,"11,878"
2019/03/31,일,삼성,두산,대구,"14,084"
2019/03/31,일,키움,SK,고척,"5,682"
2019/04/02,화,삼성,KIA,대구,"4,818"
2019/04/02,화,두산,KT,잠실,"6,091"
2019/04/02,화,한화,LG,대전,"6,619"
2019/04/02,화,SK,롯데,문학,"6,556"
2019/04/02,화,NC,키움,창원,"4,602"
2019/04/03,수,삼성,KIA,대구,"5,777"
2019/04/03,수,두산,KT,잠실,"5,811"
2019/04/03,수,한화,LG,대전,"6,002"
2019/04/03,수,SK,롯데,문학,"6,457"
2019/04/03,수,NC,키움,창원,"4,945"
2019/04/04,목,삼성,KIA,대구,"5,863"
2019/04/04,목,두산,KT,잠실,"5,427"
2019/04/04,목,한화,LG,대전,"6,650"
2019/04/04,목,SK,롯데,문학,"7,352"
2019/04/04,목,NC,키움,창원,"4,806"
2019/04/05,금,롯데,한화,사직,"11,451"
2019/04/05,금,KT,LG,수원,"5,671"
2019/04/05,금,두산,NC,잠실,"10,365"
2019/04/05,금,SK,삼성,문학,"9,178"
2019/04/05,금,KIA,키움,광주,"7,048"
2019/04/06,토,롯데,한화,사직,"23,305"
2019/04/06,토,KT,LG,수원,"8,509"
2019/04/06,토,두산,NC,잠실,"14,279"
2019/04/06,토,SK,삼성,문학,"14,617"
2019/04/06,토,KIA,키움,광주,"15,302"
2019/04/07,일,롯데,한화,사직,"11,028"
2019/04/07,일,KT,LG,수원,"12,563"
2019/04/07,일,두산,NC,잠실,"16,081"
2019/04/07,일,SK,삼성,문학,"19,069"
2019/04/09,화,키움,KT,고척,"1,377"
2019/04/10,수,키움,KT,고척,"1,158"
2019/04/10,수,KIA,NC,광주,"7,207"
2019/04/10,수,롯데,두산,사직,"6,825"
2019/04/10,수,한화,SK,대전,"5,434"
2019/04/10,수,LG,삼성,잠실,"10,261"
2019/04/11,목,키움,KT,고척,"1,369"
2019/04/11,목,KIA,NC,광주,"6,809"
2019/04/11,목,롯데,두산,사직,"7,403"
2019/04/11,목,한화,SK,대전,"5,792"
2019/04/11,목,LG,삼성,잠실,"11,168"
2019/04/12,금,키움,한화,고척,"6,559"
2019/04/12,금,SK,KIA,문학,"15,392"
2019/04/12,금,삼성,KT,대구,"7,087"
2019/04/12,금,NC,롯데,창원,"17,028"
2019/04/12,금,LG,두산,잠실,"18,489"
2019/04/13,토,키움,한화,고척,"12,322"
2019/04/13,토,SK,KIA,문학,"22,502"
2019/04/13,토,삼성,KT,대구,"16,783"
2019/04/13,토,NC,롯데,창원,"22,112"
2019/04/13,토,LG,두산,잠실,"25,000"
2019/04/14,일,키움,한화,고척,"10,338"
2019/04/14,일,SK,KIA,문학,"17,179"
2019/04/14,일,삼성,KT,대구,"7,347"
2019/04/14,일,NC,롯데,창원,"16,860"
2019/04/14,일,LG,두산,잠실,"15,459"
2019/04/16,화,KT,한화,수원,"7,248"
2019/04/16,화,롯데,KIA,사직,"9,766"
2019/04/16,화,NC,LG,창원,"6,568"
2019/04/16,화,두산,SK,잠실,"8,633"
2019/04/16,화,삼성,키움,포항,"5,179"
2019/04/17,수,KT,한화,수원,"6,342"
2019/04/17,수,롯데,KIA,사직,"7,175"
2019/04/17,수,NC,LG,창원,"9,030"
2019/04/17,수,두산,SK,잠실,"9,217"
2019/04/17,수,삼성,키움,포항,"5,784"
2019/04/18,목,KT,한화,수원,"5,536"
2019/04/18,목,롯데,KIA,사직,"7,777"
2019/04/18,목,NC,LG,창원,"7,156"
2019/04/18,목,두산,SK,잠실,"8,624"
2019/04/18,목,삼성,키움,포항,"5,284"
2019/04/19,금,롯데,KT,사직,"8,483"
2019/04/19,금,SK,NC,문학,"7,657"
2019/04/19,금,KIA,두산,광주,"9,044"
2019/04/19,금,한화,삼성,대전,"8,058"
2019/04/19,금,LG,키움,잠실,"9,936"
2019/04/20,토,롯데,KT,사직,"17,232"
2019/04/20,토,SK,NC,문학,"18,023"
2019/04/20,토,KIA,두산,광주,"16,047"
2019/04/20,토,한화,삼성,대전,"13,000"
2019/04/20,토,LG,키움,잠실,"16,362"
2019/04/21,일,롯데,KT,사직,"14,394"
2019/04/21,일,SK,NC,문학,"15,812"
2019/04/21,일,KIA,두산,광주,"13,401"
2019/04/21,일,한화,삼성,대전,"12,761"
2019/04/21,일,LG,키움,잠실,"14,364"
2019/04/23,화,LG,KIA,잠실,"12,485"
2019/04/23,화,KT,NC,수원,"2,903"
2019/04/23,화,키움,두산,고척,"4,034"
2019/04/24,수,LG,KIA,잠실,"14,171"
2019/04/24,수,한화,롯데,대전,"6,235"
2019/04/24,수,KT,NC,수원,"3,905"
2019/04/24,수,키움,두산,고척,"4,174"
2019/04/24,수,삼성,SK,대구,"6,214"
2019/04/25,목,키움,두산,고척,"4,042"
2019/04/25,목,삼성,SK,대구,"3,889"
2019/04/26,금,키움,KIA,고척,"5,357"
2019/04/26,금,두산,롯데,잠실,"15,257"
2019/04/26,금,KT,SK,수원,"3,712"
2019/04/27,토,NC,한화,창원,"15,140"
2019/04/27,토,키움,KIA,고척,"10,491"
2019/04/27,토,삼성,LG,대구,"19,767"
2019/04/27,토,두산,롯데,잠실,"24,027"
2019/04/27,토,KT,SK,수원,"10,514"
2019/04/28,일,NC,한화,창원,"11,267"
2019/04/28,일,키움,KIA,고척,"9,038"
2019/04/28,일,삼성,LG,대구,"14,214"
2019/04/28,일,두산,롯데,잠실,"20,219"
2019/04/28,일,KT,SK,수원,"8,508"
2019/04/30,화,LG,KT,잠실,"10,144"
2019/04/30,화,롯데,NC,사직,"13,974"
2019/04/30,화,한화,두산,대전,"7,555"
2019/04/30,화,KIA,삼성,광주,"8,204"
2019/04/30,화,SK,키움,문학,"8,972"
2019/05/01,수,LG,KT,잠실,"12,582"
2019/05/01,수,롯데,NC,사직,"12,296"
2019/05/01,수,한화,두산,대전,"10,779"
2019/05/01,수,KIA,삼성,광주,"8,023"
2019/05/01,수,SK,키움,문학,"15,875"
2019/05/02,목,LG,KT,잠실,"9,806"
2019/05/02,목,롯데,NC,사직,"9,280"
2019/05/02,목,한화,두산,대전,"7,358"
2019/05/02,목,KIA,삼성,광주,"7,550"
2019/05/02,목,SK,키움,문학,"8,147"
2019/05/03,금,NC,KIA,창원,"11,196"
2019/05/03,금,한화,KT,대전,"8,529"
2019/05/03,금,두산,LG,잠실,"24,133"
2019/05/03,금,롯데,SK,사직,"10,573"
2019/05/03,금,키움,삼성,고척,"3,554"
2019/05/04,토,NC,KIA,창원,"15,902"
2019/05/04,토,한화,KT,대전,"12,179"
2019/05/04,토,두산,LG,잠실,"25,000"
2019/05/04,토,롯데,SK,사직,"16,666"
2019/05/04,토,키움,삼성,고척,"7,748"
2019/05/05,일,NC,KIA,창원,"17,221"
2019/05/05,일,한화,KT,대전,"13,000"
2019/05/05,일,두산,LG,잠실,"25,000"
2019/05/05,일,롯데,SK,사직,"20,490"
2019/05/05,일,키움,삼성,고척,"10,651"
2019/05/07,화,SK,한화,문학,"11,668"
2019/05/07,화,두산,KIA,잠실,"13,196"
2019/05/07,화,키움,LG,고척,"4,139"
2019/05/07,화,KT,롯데,수원,"4,436"
2019/05/07,화,삼성,NC,대구,"5,450"
2019/05/08,수,SK,한화,문학,"11,027"
2019/05/08,수,두산,KIA,잠실,"12,115"
2019/05/08,수,키움,LG,고척,"3,418"
2019/05/08,수,KT,롯데,수원,"3,437"
2019/05/08,수,삼성,NC,대구,"5,220"
2019/05/09,목,SK,한화,문학,"16,817"
2019/05/09,목,두산,KIA,잠실,"16,281"
2019/05/09,목,키움,LG,고척,"8,283"
2019/05/09,목,KT,롯데,수원,"5,675"
2019/05/09,목,삼성,NC,대구,"6,381"
2019/05/10,금,LG,한화,잠실,"19,399"
2019/05/10,금,삼성,롯데,대구,"14,620"
2019/05/10,금,NC,두산,창원,"9,716"
2019/05/10,금,KIA,SK,광주,"9,105"
2019/05/10,금,KT,키움,수원,"4,567"
2019/05/11,토,LG,한화,잠실,"25,000"
2019/05/11,토,삼성,롯데,대구,"24,000"
2019/05/11,토,NC,두산,창원,"14,806"
2019/05/11,토,KIA,SK,광주,"15,173"
2019/05/11,토,KT,키움,수원,"10,800"
2019/05/12,일,LG,한화,잠실,"21,860"
2019/05/12,일,삼성,롯데,대구,"17,458"
2019/05/12,일,NC,두산,창원,"10,486"
2019/05/12,일,KIA,SK,광주,"11,433"
2019/05/12,일,KT,키움,수원,"9,792"
2019/05/14,화,KIA,KT,광주,"6,355"
2019/05/14,화,롯데,LG,사직,"18,119"
2019/05/14,화,NC,SK,창원,"5,992"
2019/05/14,화,두산,삼성,잠실,"12,127"
2019/05/14,화,한화,키움,대전,"6,387"
2019/05/15,수,KIA,KT,광주,"6,711"
2019/05/15,수,롯데,LG,사직,"9,738"
2019/05/15,수,NC,SK,창원,"8,402"
2019/05/15,수,두산,삼성,잠실,"12,085"
2019/05/15,수,한화,키움,대전,"6,878"
2019/05/16,목,KIA,KT,광주,"6,384"
2019/05/16,목,롯데,LG,사직,"14,064"
2019/05/16,목,NC,SK,창원,"6,735"
2019/05/16,목,두산,삼성,잠실,"15,267"
2019/05/16,목,한화,키움,대전,"7,912"
2019/05/17,금,한화,KIA,대전,"12,927"
2019/05/17,금,키움,롯데,고척,"5,127"
2019/05/17,금,LG,NC,잠실,"11,998"
2019/05/17,금,SK,두산,문학,"19,391"
2019/05/17,금,KT,삼성,수원,"6,834"
2019/05/18,토,한화,KIA,대전,"13,000"
2019/05/18,토,키움,롯데,고척,"9,325"
2019/05/18,토,LG,NC,잠실,"17,182"
2019/05/18,토,SK,두산,문학,"23,000"
2019/05/18,토,KT,삼성,수원,"14,474"
2019/05/19,일,한화,KIA,대전,"12,287"
2019/05/19,일,키움,롯데,고척,"7,887"
2019/05/21,화,삼성,한화,대구,"8,422"
2019/05/21,화,KIA,롯데,광주,"15,514"
2019/05/21,화,키움,NC,고척,"1,907"
2019/05/21,화,KT,두산,수원,"5,630"
2019/05/21,화,LG,SK,잠실,"10,254"
2019/05/22,수,삼성,한화,대구,"8,678"
2019/05/22,수,KIA,롯데,광주,"7,648"
2019/05/22,수,키움,NC,고척,"1,826"
2019/05/22,수,KT,두산,수원,"6,858"
2019/05/22,수,LG,SK,잠실,"10,082"
2019/05/23,목,삼성,한화,대구,"8,536"
2019/05/23,목,KIA,롯데,광주,"8,055"
2019/05/23,목,키움,NC,고척,"2,156"
2019/05/23,목,KT,두산,수원,"6,871"
2019/05/23,목,LG,SK,잠실,"10,249"
2019/05/24,금,두산,한화,잠실,"20,567"
2019/05/24,금,KIA,KT,광주,"9,646"
2019/05/24,금,롯데,LG,사직,"11,427"
2019/05/24,금,NC,SK,창원,"10,110"
2019/05/24,금,삼성,키움,대구,"8,749"
2019/05/25,토,두산,한화,잠실,"25,000"
2019/05/25,토,KIA,KT,광주,"18,046"
2019/05/25,토,롯데,LG,사직,"24,500"
2019/05/25,토,NC,SK,창원,"13,079"
2019/05/25,토,삼성,키움,대구,"19,106"
2019/05/26,일,두산,한화,잠실,"22,209"
2019/05/26,일,KIA,KT,광주,"12,444"
2019/05/26,일,롯데,LG,사직,"13,967"
2019/05/26,일,NC,SK,창원,"9,221"
2019/05/26,일,삼성,키움,대구,"11,891"
2019/05/28,화,한화,KIA,대전,"9,292"
2019/05/28,화,SK,KT,문학,"18,477"
2019/05/28,화,키움,LG,고척,"5,387"
2019/05/28,화,NC,롯데,창원,"13,044"
2019/05/28,화,두산,삼성,잠실,"10,353"
2019/05/29,수,한화,KIA,대전,"10,356"
2019/05/29,수,SK,KT,문학,"8,261"
2019/05/29,수,키움,LG,고척,"4,563"
2019/05/29,수,NC,롯데,창원,"13,568"
2019/05/29,수,두산,삼성,잠실,"12,132"
2019/05/30,목,한화,KIA,대전,"9,502"
2019/05/30,목,SK,KT,문학,"7,778"
2019/05/30,목,키움,LG,고척,"5,096"
2019/05/30,목,NC,롯데,창원,"12,896"
2019/05/30,목,두산,삼성,잠실,"10,428"
2019/05/31,금,SK,한화,문학,"15,480"
2019/05/31,금,LG,NC,잠실,"10,099"
2019/05/31,금,KT,두산,수원,"7,105"
2019/05/31,금,롯데,삼성,사직,"9,425"
2019/05/31,금,KIA,키움,광주,"10,595"
2019/06/01,토,SK,한화,문학,"23,000"
2019/06/01,토,LG,NC,잠실,"18,500"
2019/06/01,토,KT,두산,수원,"17,341"
2019/06/01,토,롯데,삼성,사직,"19,461"
2019/06/01,토,KIA,키움,광주,"18,093"
2019/06/02,일,SK,한화,문학,"17,503"
2019/06/02,일,LG,NC,잠실,"12,536"
2019/06/02,일,KT,두산,수원,"10,882"
2019/06/02,일,롯데,삼성,사직,"11,657"
2019/06/02,일,KIA,키움,광주,"11,687"
2019/06/04,화,롯데,한화,울산,"7,721"
2019/06/04,화,LG,KT,잠실,"7,244"
2019/06/04,화,삼성,NC,대구,"7,142"
2019/06/04,화,KIA,두산,광주,"18,318"
2019/06/04,화,키움,SK,고척,"4,703"
2019/06/05,수,롯데,한화,울산,"8,812"
2019/06/05,수,LG,KT,잠실,"9,860"
2019/06/05,수,삼성,NC,대구,"10,078"
2019/06/05,수,KIA,두산,광주,"10,247"
2019/06/05,수,키움,SK,고척,"5,333"
2019/06/06,목,롯데,한화,울산,"7,104"
2019/06/06,목,LG,KT,잠실,"13,673"
2019/06/06,목,삼성,NC,대구,"15,425"
2019/06/06,목,KIA,두산,광주,"16,203"
2019/06/06,목,키움,SK,고척,"8,594"
2019/06/07,금,NC,KIA,창원,"7,173"
2019/06/07,금,한화,LG,대전,"9,416"
2019/06/07,금,KT,롯데,수원,"4,848"
2019/06/07,금,SK,삼성,문학,"10,608"
2019/06/07,금,두산,키움,잠실,"11,436"
2019/06/08,토,NC,KIA,창원,"16,293"
2019/06/08,토,한화,LG,대전,"13,000"
2019/06/08,토,KT,롯데,수원,"14,264"
2019/06/08,토,SK,삼성,문학,"21,934"
2019/06/08,토,두산,키움,잠실,"18,312"
2019/06/09,일,NC,KIA,창원,"8,771"
2019/06/09,일,한화,LG,대전,"10,064"
2019/06/09,일,KT,롯데,수원,"5,289"
2019/06/09,일,SK,삼성,문학,"11,819"
2019/06/09,일,두산,키움,잠실,"10,287"
2019/06/11,화,LG,롯데,잠실,"10,802"
2019/06/11,화,한화,두산,대전,"6,637"
2019/06/11,화,KT,SK,수원,"3,796"
2019/06/11,화,KIA,삼성,광주,"7,058"
2019/06/11,화,NC,키움,창원,"5,394"
2019/06/12,수,LG,롯데,잠실,"13,909"
2019/06/12,수,한화,두산,대전,"6,578"
2019/06/12,수,KT,SK,수원,"5,300"
2019/06/12,수,KIA,삼성,광주,"7,370"
2019/06/12,수,NC,키움,창원,"6,839"
2019/06/13,목,LG,롯데,잠실,"13,705"
2019/06/13,목,한화,두산,대전,"6,418"
2019/06/13,목,KT,SK,수원,"6,639"
2019/06/13,목,KIA,삼성,광주,"8,130"
2019/06/13,목,NC,키움,창원,"5,762"
2019/06/14,금,키움,한화,고척,"7,089"
2019/06/14,금,삼성,KT,대구,"6,775"
2019/06/14,금,두산,LG,잠실,"18,227"
2019/06/14,금,SK,NC,문학,"9,593"
2019/06/15,토,키움,한화,고척,"13,115"
2019/06/15,토,롯데,KIA,사직,"18,595"
2019/06/15,토,삼성,KT,대구,"14,674"
2019/06/15,토,두산,LG,잠실,"23,106"
2019/06/15,토,SK,NC,문학,"17,064"
2019/06/16,일,키움,한화,고척,"7,382"
2019/06/16,일,롯데,KIA,사직,"9,113"
2019/06/16,일,삼성,KT,대구,"10,319"
2019/06/16,일,두산,LG,잠실,"17,912"
2019/06/16,일,SK,NC,문학,"11,962"
2019/06/18,화,키움,KT,고척,"2,463"
2019/06/18,화,삼성,LG,대구,"6,612"
2019/06/18,화,한화,롯데,대전,"5,008"
2019/06/18,화,두산,NC,잠실,"6,568"
2019/06/18,화,KIA,SK,광주,"7,100"
2019/06/19,수,키움,KT,고척,"2,918"
2019/06/19,수,삼성,LG,대구,"7,164"
2019/06/19,수,한화,롯데,대전,"6,874"
2019/06/19,수,두산,NC,잠실,"7,521"
2019/06/19,수,KIA,SK,광주,"7,108"
2019/06/20,목,키움,KT,고척,"3,026"
2019/06/20,목,삼성,LG,대구,"7,802"
2019/06/20,목,한화,롯데,대전,"6,834"
2019/06/20,목,두산,NC,잠실,"9,189"
2019/06/20,목,KIA,SK,광주,"8,640"
2019/06/21,금,LG,KIA,잠실,"18,316"
2019/06/21,금,KT,NC,수원,"3,742"
2019/06/21,금,SK,두산,문학,"17,571"
2019/06/21,금,한화,삼성,대전,"7,635"
2019/06/21,금,롯데,키움,사직,"9,078"
2019/06/22,토,LG,KIA,잠실,"25,000"
2019/06/22,토,KT,NC,수원,"8,109"
2019/06/22,토,SK,두산,문학,"22,094"
2019/06/22,토,한화,삼성,대전,"10,614"
2019/06/22,토,롯데,키움,사직,"12,318"
2019/06/23,일,LG,KIA,잠실,"23,321"
2019/06/23,일,KT,NC,수원,"5,636"
2019/06/23,일,SK,두산,문학,"18,717"
2019/06/23,일,한화,삼성,대전,"7,269"
2019/06/23,일,롯데,키움,사직,"8,857"
2019/06/25,화,NC,한화,창원,"7,361"
2019/06/25,화,키움,KIA,고척,"8,503"
2019/06/25,화,롯데,KT,사직,"7,416"
2019/06/25,화,삼성,두산,포항,"7,257"
2019/06/25,화,LG,SK,잠실,"9,777"
2019/06/26,수,키움,KIA,고척,"8,257"
2019/06/26,수,LG,SK,잠실,"7,888"
2019/06/27,목,NC,한화,창원,"4,612"
2019/06/27,목,키움,KIA,고척,"9,805"
2019/06/27,목,롯데,KT,사직,"5,669"
2019/06/27,목,삼성,두산,포항,"4,169"
2019/06/27,목,LG,SK,잠실,"8,475"
2019/06/28,금,KT,KIA,수원,"9,301"
2019/06/28,금,NC,LG,창원,"8,513"
2019/06/28,금,두산,롯데,잠실,"12,213"
2019/06/28,금,삼성,SK,대구,"6,808"
2019/06/28,금,한화,키움,대전,"5,749"
2019/06/29,토,KT,KIA,수원,"17,899"
2019/06/29,토,두산,롯데,잠실,"16,351"
2019/06/30,일,KT,KIA,수원,"15,005"
2019/06/30,일,NC,LG,창원,"6,462"
2019/06/30,일,두산,롯데,잠실,"14,096"
2019/06/30,일,삼성,SK,대구,"14,224"
2019/06/30,일,한화,키움,대전,"6,017"
2019/07/02,화,LG,한화,잠실,"10,360"
2019/07/02,화,SK,롯데,문학,"8,966"
2019/07/02,화,KIA,NC,광주,"4,671"
2019/07/02,화,키움,두산,고척,"6,318"
2019/07/02,화,KT,삼성,수원,"4,034"
2019/07/03,수,LG,한화,잠실,"11,170"
